ddi_id,drug1,drug2,description,level
4301,Tolvaptan,Amprenavir,AMPRENAVIR/TOLVAPTAN [VA Drug Interaction],MODERATE
4302,Tolvaptan,Aprepitant,APREPITANT/TOLVAPTAN [VA Drug Interaction],MODERATE
4303,Tolvaptan,Ciprofloxacin,CIPROFLOXACIN/TOLVAPTAN [VA Drug Interaction],MODERATE
4304,Tolvaptan,Darunavir,DARUNAVIR/TOLVAPTAN [VA Drug Interaction],MODERATE
4305,Tolvaptan,Diltiazem,DILTIAZEM/TOLVAPTAN [VA Drug Interaction],MODERATE
4306,Tolvaptan,Fluconazole,FLUCONAZOLE/TOLVAPTAN [VA Drug Interaction],MODERATE
4307,Tolvaptan,Fosamprenavir,FOSAMPRENAVIR/TOLVAPTAN [VA Drug Interaction],MODERATE
4308,Tolbutamide,Fosaprepitant,FOSAPREPITANT/TOLBUTAMIDE [VA Drug Interaction],MODERATE
4309,Tolvaptan,Fosaprepitant,FOSAPREPITANT/TOLVAPTAN [VA Drug Interaction],MODERATE
4310,Tolvaptan,Imatinib,IMATINIB/TOLVAPTAN [VA Drug Interaction],MODERATE
4311,Tolvaptan,Verapamil,TOLVAPTAN/VERAPAMIL [VA Drug Interaction],MODERATE
4312,Methotrexate,Ampicillin,AMPICILLIN/METHOTREXATE [VA Drug Interaction],MAJOR
4313,Methotrexate,Azlocillin,AZLOCILLIN/METHOTREXATE [VA Drug Interaction],MAJOR
4314,Methotrexate,Bacampicillin,BACAMPICILLIN/METHOTREXATE [VA Drug Interaction],MAJOR
4315,Methotrexate,Carbenicillin,CARBENICILLIN/METHOTREXATE [VA Drug Interaction],MAJOR
4316,Methotrexate,Cloxacillin,CLOXACILLIN/METHOTREXATE [VA Drug Interaction],MAJOR
4317,Methotrexate,Cyclacillin,CYCLACILLIN/METHOTREXATE [VA Drug Interaction],MAJOR
4318,Methotrexate,Dicloxacillin,DICLOXACILLIN/METHOTREXATE [VA Drug Interaction],MAJOR
4319,Methotrexate,Mezlocillin,METHOTREXATE/MEZLOCILLIN [VA Drug Interaction],MAJOR
4320,Methotrexate,Nafcillin,METHOTREXATE/NAFCILLIN [VA Drug Interaction],MAJOR
4321,Methotrexate,Oxacillin,METHOTREXATE/OXACILLIN [VA Drug Interaction],MAJOR
4322,Methotrexate,Ticarcillin,METHOTREXATE/TICARCILLIN [VA Drug Interaction],MAJOR
4323,Citalopram,Omeprazole,CITALOPRAM/OMEPRAZOLE [VA Drug Interaction],MODERATE
4324,Citalopram,Esomeprazole,CITALOPRAM/ESOMEPRAZOLE [VA Drug Interaction],MODERATE
4325,Citalopram,Lansoprazole,CITALOPRAM/LANSOPRAZOLE [VA Drug Interaction],MODERATE
4326,Rifabutin,Glipizide,GLIPIZIDE/RIFABUTIN [VA Drug Interaction],MODERATE
4327,Rifabutin,Glimepiride,GLIMEPIRIDE/RIFABUTIN [VA Drug Interaction],MODERATE
4328,Rifapentine,Glipizide,GLIPIZIDE/RIFAPENTINE [VA Drug Interaction],MODERATE
4329,Rifapentine,Glimepiride,GLIMEPIRIDE/RIFAPENTINE [VA Drug Interaction],MODERATE
4330,Telithromycin,Alfuzosin,ALFUZOSIN/TELITHROMYCIN [VA Drug Interaction],MODERATE
4331,Voriconazole,Silodosin,SILODOSIN/VORICONAZOLE [VA Drug Interaction],MAJOR
4332,Voriconazole,Alfuzosin,ALFUZOSIN/VORICONAZOLE [VA Drug Interaction],MAJOR
4333,Telaprevir,Silodosin,SILODOSIN/TELAPREVIR [VA Drug Interaction],MAJOR
4334,Posaconazole,Silodosin,POSACONAZOLE/SILODOSIN [VA Drug Interaction],MAJOR
4335,Posaconazole,Alfuzosin,ALFUZOSIN/POSACONAZOLE [VA Drug Interaction],MAJOR
4336,Conivaptan,Alfuzosin,ALFUZOSIN/CONIVAPTAN [VA Drug Interaction],MAJOR
4337,Conivaptan,Silodosin,CONIVAPTAN/SILODOSIN [VA Drug Interaction],MAJOR
4338,Boceprevir,Silodosin,BOCEPREVIR/SILODOSIN [VA Drug Interaction],MAJOR
4339,Fentanyl,Butorphanol,BUTORPHANOL/FENTANYL [VA Drug Interaction],MODERATE
4340,Fentanyl,Nalbuphine,FENTANYL/NALBUPHINE [VA Drug Interaction],MODERATE
4341,Hydromorphone,Butorphanol,BUTORPHANOL/HYDROMORPHONE [VA Drug Interaction],MODERATE
4342,Hydromorphone,Nalbuphine,HYDROMORPHONE/NALBUPHINE [VA Drug Interaction],MODERATE
4343,Methadone,Butorphanol,BUTORPHANOL/METHADONE [VA Drug Interaction],MODERATE
4344,Morphine,Butorphanol,BUTORPHANOL/MORPHINE [VA Drug Interaction],MODERATE
4345,Morphine,Nalbuphine,MORPHINE/NALBUPHINE [VA Drug Interaction],MODERATE
4346,Oxycodone,Butorphanol,BUTORPHANOL/OXYCODONE [VA Drug Interaction],MODERATE
4347,Oxycodone,Nalbuphine,NALBUPHINE/OXYCODONE [VA Drug Interaction],MODERATE
4348,Mifepristone,Boceprevir,BOCEPREVIR/MIFEPRISTONE [VA Drug Interaction],MODERATE
4349,Mifepristone,Clarithromycin,CLARITHROMYCIN/MIFEPRISTONE [VA Drug Interaction],MODERATE
4350,Mifepristone,Conivaptan,CONIVAPTAN/MIFEPRISTONE [VA Drug Interaction],MODERATE
4351,Mifepristone,Itraconazole,ITRACONAZOLE/MIFEPRISTONE [VA Drug Interaction],MODERATE
4352,Mifepristone,Ketoconazole,KETOCONAZOLE/MIFEPRISTONE [VA Drug Interaction],MODERATE
4353,Mifepristone,Ritonavir,MIFEPRISTONE/RITONAVIR [VA Drug Interaction],MODERATE
4354,Mifepristone,Nefazodone,MIFEPRISTONE/NEFAZODONE [VA Drug Interaction],MODERATE
4355,Mifepristone,Posaconazole,MIFEPRISTONE/POSACONAZOLE [VA Drug Interaction],MODERATE
4356,Mifepristone,Telaprevir,MIFEPRISTONE/TELAPREVIR [VA Drug Interaction],MODERATE
4357,Mifepristone,Telithromycin,MIFEPRISTONE/TELITHROMYCIN [VA Drug Interaction],MODERATE
4358,Mifepristone,Troleandomycin,MIFEPRISTONE/TROLEANDOMYCIN [VA Drug Interaction],MODERATE
4359,Mifepristone,Voriconazole,MIFEPRISTONE/VORICONAZOLE [VA Drug Interaction],MODERATE
4360,Mifepristone,Dienestrol,DIENESTROL/MIFEPRISTONE [VA Drug Interaction],MODERATE
4361,Mifepristone,Diethylstilbestrol,DIETHYLSTILBESTROL/MIFEPRISTONE [VA Drug Interaction],MODERATE
4362,Mifepristone,Estradiol,ESTRADIOL/MIFEPRISTONE [VA Drug Interaction],MODERATE
4364,Mifepristone,Levonorgestrel,LEVONORGESTREL/MIFEPRISTONE [VA Drug Interaction],MODERATE
4365,Mifepristone,Medroxyprogesterone,MEDROXYPROGESTERONE/MIFEPRISTONE [VA Drug Interaction],MODERATE
4366,Mifepristone,Ulipristal Acetate,MIFEPRISTONE/ULIPRISTAL ACETATE [VA Drug Interaction],MODERATE
4367,Mifepristone,Celecoxib,CELECOXIB/MIFEPRISTONE [VA Drug Interaction],MODERATE
4368,Mifepristone,Paclitaxel,MIFEPRISTONE/PACLITAXEL [VA Drug Interaction],MODERATE
4369,Mifepristone,Phenytoin,MIFEPRISTONE/PHENYTOIN [VA Drug Interaction],MODERATE
4370,Mifepristone,Repaglinide,MIFEPRISTONE/REPAGLINIDE [VA Drug Interaction],MODERATE
4371,Mifepristone,Warfarin,MIFEPRISTONE/WARFARIN [VA Drug Interaction],MODERATE
4372,Amiodarone,Nalidixic Acid,AMIODARONE/NALIDIXIC ACID [VA Drug Interaction],MAJOR
4373,Amiodarone,Norfloxacin,AMIODARONE/NORFLOXACIN [VA Drug Interaction],MAJOR
4374,Bretylium,Ciprofloxacin,BRETYLIUM/CIPROFLOXACIN [VA Drug Interaction],MODERATE
4375,Bretylium,Gatifloxacin,BRETYLIUM/GATIFLOXACIN [VA Drug Interaction],MAJOR
4377,Argatroban,Rivaroxaban,ARGATROBAN/RIVAROXABAN [VA Drug Interaction],MODERATE
4378,Conivaptan,Lovastatin,CONIVAPTAN/LOVASTATIN [VA Drug Interaction],MAJOR
4379,Conivaptan,Simvastatin,CONIVAPTAN/SIMVASTATIN [VA Drug Interaction],MAJOR
4380,Boceprevir,Temsirolimus,BOCEPREVIR/TEMSIROLIMUS [VA Drug Interaction],MAJOR
4381,Telaprevir,Temsirolimus,TELAPREVIR/TEMSIROLIMUS [VA Drug Interaction],MAJOR
4382,Gatifloxacin,Dronedarone,DRONEDARONE/GATIFLOXACIN [VA Drug Interaction],MODERATE
4383,Posaconazole,Dexlansoprazole,DEXLANSOPRAZOLE/POSACONAZOLE [VA Drug Interaction],MODERATE
4384,Posaconazole,Esomeprazole,ESOMEPRAZOLE/POSACONAZOLE [VA Drug Interaction],MODERATE
4385,Posaconazole,Lansoprazole,LANSOPRAZOLE/POSACONAZOLE [VA Drug Interaction],MODERATE
4386,Posaconazole,Omeprazole,OMEPRAZOLE/POSACONAZOLE [VA Drug Interaction],MODERATE
4387,Posaconazole,Pantoprazole,PANTOPRAZOLE/POSACONAZOLE [VA Drug Interaction],MODERATE
4388,Colchicine,Azithromycin,AZITHROMYCIN/COLCHICINE [VA Drug Interaction],MODERATE
4389,Colchicine,Captopril,CAPTOPRIL/COLCHICINE [VA Drug Interaction],MODERATE
4390,Colchicine,Carvedilol,CARVEDILOL/COLCHICINE [VA Drug Interaction],MODERATE
4391,Colchicine,Conivaptan,COLCHICINE/CONIVAPTAN [VA Drug Interaction],MODERATE
4392,Colchicine,Dronedarone,COLCHICINE/DRONEDARONE [VA Drug Interaction],MODERATE
4393,Colchicine,Felodipine,COLCHICINE/FELODIPINE [VA Drug Interaction],MODERATE
4394,Colchicine,Posaconazole,COLCHICINE/POSACONAZOLE [VA Drug Interaction],MODERATE
4395,Colchicine,Quinidine,COLCHICINE/QUINIDINE [VA Drug Interaction],MODERATE
4396,Colchicine,Troleandomycin,COLCHICINE/TROLEANDOMYCIN [VA Drug Interaction],MODERATE
4397,Colchicine,Voriconazole,COLCHICINE/VORICONAZOLE [VA Drug Interaction],MODERATE
4398,Warfarin,Gefitinib,GEFITINIB/WARFARIN [VA Drug Interaction],MODERATE
4399,Warfarin,Sorafenib,SORAFENIB/WARFARIN [VA Drug Interaction],MODERATE
4400,Dofetilide,Dronedarone,DOFETILIDE/DRONEDARONE [VA Drug Interaction],MAJOR
4401,Dofetilide,Encainide,DOFETILIDE/ENCAINIDE [VA Drug Interaction],MAJOR
4402,Carbamazepine,Rasagiline,CARBAMAZEPINE/RASAGILINE [VA Drug Interaction],MAJOR
4403,Carbamazepine,Furazolidone,CARBAMAZEPINE/FURAZOLIDONE [VA Drug Interaction],MAJOR
4404,Carbamazepine,Isocarboxazid,CARBAMAZEPINE/ISOCARBOXAZID [VA Drug Interaction],MAJOR
4405,Carbamazepine,Linezolid,CARBAMAZEPINE/LINEZOLID [VA Drug Interaction],MAJOR
4406,Carbamazepine,Procarbazine,CARBAMAZEPINE/PROCARBAZINE [VA Drug Interaction],MAJOR
4407,Carbamazepine,Tranylcypromine,CARBAMAZEPINE/TRANYLCYPROMINE [VA Drug Interaction],MAJOR
4408,Clarithromycin,Alfentanil,ALFENTANIL/CLARITHROMYCIN [VA Drug Interaction],MAJOR
4409,Ritonavir,Alfentanil,ALFENTANIL/RITONAVIR [VA Drug Interaction],MAJOR
4410,Lopinavir,Oxycodone,LOPINAVIR/OXYCODONE [VA Drug Interaction],MODERATE
4411,Lopinavir,Fentanyl,FENTANYL/LOPINAVIR [VA Drug Interaction],MAJOR
4412,Lopinavir,Alfentanil,ALFENTANIL/LOPINAVIR [VA Drug Interaction],MAJOR
4413,Nefazodone,Alfentanil,ALFENTANIL/NEFAZODONE [VA Drug Interaction],MAJOR
4414,Saquinavir,Alfentanil,ALFENTANIL/SAQUINAVIR [VA Drug Interaction],MAJOR
4415,Telithromycin,Alfentanil,ALFENTANIL/TELITHROMYCIN [VA Drug Interaction],MAJOR
4416,Troleandomycin,Alfentanil,ALFENTANIL/TROLEANDOMYCIN [VA Drug Interaction],MAJOR
4417,Troleandomycin,Oxycodone,OXYCODONE/TROLEANDOMYCIN [VA Drug Interaction],MAJOR
4418,Boceprevir,Fentanyl,BOCEPREVIR/FENTANYL [VA Drug Interaction],MODERATE
4419,Conivaptan,Fentanyl,CONIVAPTAN/FENTANYL [VA Drug Interaction],MODERATE
4420,Boceprevir,Alfentanil,ALFENTANIL/BOCEPREVIR [VA Drug Interaction],MODERATE
4421,Boceprevir,Oxycodone,BOCEPREVIR/OXYCODONE [VA Drug Interaction],MODERATE
4422,Conivaptan,Alfentanil,ALFENTANIL/CONIVAPTAN [VA Drug Interaction],MODERATE
4423,Conivaptan,Oxycodone,CONIVAPTAN/OXYCODONE [VA Drug Interaction],MODERATE
4424,Posaconazole,Fentanyl,FENTANYL/POSACONAZOLE [VA Drug Interaction],MODERATE
4425,Posaconazole,Alfentanil,ALFENTANIL/POSACONAZOLE [VA Drug Interaction],MODERATE
4426,Posaconazole,Oxycodone,OXYCODONE/POSACONAZOLE [VA Drug Interaction],MODERATE
4427,Telaprevir,Fentanyl,FENTANYL/TELAPREVIR [VA Drug Interaction],MODERATE
4428,Telaprevir,Alfentanil,ALFENTANIL/TELAPREVIR [VA Drug Interaction],MODERATE
4429,Telaprevir,Oxycodone,OXYCODONE/TELAPREVIR [VA Drug Interaction],MODERATE
4430,Alfentanil,Amprenavir,ALFENTANIL/AMPRENAVIR [VA Drug Interaction],MODERATE
4431,Aprepitant,Alfentanil,ALFENTANIL/APREPITANT [VA Drug Interaction],MODERATE
4432,Atazanavir,Alfentanil,ALFENTANIL/ATAZANAVIR [VA Drug Interaction],MODERATE
4433,Diltiazem,Alfentanil,ALFENTANIL/DILTIAZEM [VA Drug Interaction],MODERATE
4434,Fosamprenavir,Alfentanil,ALFENTANIL/FOSAMPRENAVIR [VA Drug Interaction],MODERATE
4435,Verapamil,Alfentanil,ALFENTANIL/VERAPAMIL [VA Drug Interaction],MODERATE
4436,Fosaprepitant,Alfentanil,ALFENTANIL/FOSAPREPITANT [VA Drug Interaction],MODERATE
4437,Fingolimod,Atenolol,ATENOLOL/FINGOLIMOD [VA Drug Interaction],MAJOR
4438,Fingolimod,Betaxolol,BETAXOLOL/FINGOLIMOD [VA Drug Interaction],MAJOR
4439,Fingolimod,Carvedilol,CARVEDILOL/FINGOLIMOD [VA Drug Interaction],MAJOR
4440,Fingolimod,Diltiazem,DILTIAZEM/FINGOLIMOD [VA Drug Interaction],MAJOR
4441,Fingolimod,Esmolol,ESMOLOL/FINGOLIMOD [VA Drug Interaction],MAJOR
4442,Fingolimod,Labetalol,FINGOLIMOD/LABETALOL [VA Drug Interaction],MAJOR
4443,Fingolimod,Metoprolol,FINGOLIMOD/METOPROLOL [VA Drug Interaction],MAJOR
4444,Fingolimod,Nadolol,FINGOLIMOD/NADOLOL [VA Drug Interaction],MAJOR
4445,Fingolimod,Nebivolol,FINGOLIMOD/NEBIVOLOL [VA Drug Interaction],MAJOR
4446,Fingolimod,Propranolol,FINGOLIMOD/PROPRANOLOL [VA Drug Interaction],MAJOR
4447,Fingolimod,Timolol,FINGOLIMOD/TIMOLOL [VA Drug Interaction],MAJOR
4448,Fingolimod,Verapamil,FINGOLIMOD/VERAPAMIL [VA Drug Interaction],MAJOR
4449,Fingolimod,Amiodarone,AMIODARONE/FINGOLIMOD [VA Drug Interaction],MAJOR
4450,Fingolimod,Disopyramide,DISOPYRAMIDE/FINGOLIMOD [VA Drug Interaction],MAJOR
4451,Fingolimod,Dofetilide,DOFETILIDE/FINGOLIMOD [VA Drug Interaction],MAJOR
4452,Fingolimod,Dronedarone,DRONEDARONE/FINGOLIMOD [VA Drug Interaction],MAJOR
4453,Fingolimod,Procainamide,FINGOLIMOD/PROCAINAMIDE [VA Drug Interaction],MAJOR
4454,Fingolimod,Quinidine,FINGOLIMOD/QUINIDINE [VA Drug Interaction],MAJOR
4455,Fingolimod,Sotalol,FINGOLIMOD/SOTALOL [VA Drug Interaction],MAJOR
4456,Bivalirudin,Eptifibatide,BIVALIRUDIN/EPTIFIBATIDE [VA Drug Interaction],MODERATE
4457,Bivalirudin,Heparin,BIVALIRUDIN/HEPARIN [VA Drug Interaction],MODERATE
4458,Bivalirudin,Warfarin,BIVALIRUDIN/WARFARIN [VA Drug Interaction],MODERATE
4459,Amiodarone,Clarithromycin,AMIODARONE/CLARITHROMYCIN [VA Drug Interaction],MAJOR
4460,Amiodarone,Abarelix,ABARELIX/AMIODARONE [VA Drug Interaction],MAJOR
4461,Amiodarone,Apomorphine,AMIODARONE/APOMORPHINE [VA Drug Interaction],MAJOR
4462,Amiodarone,Arsenic Trioxide,AMIODARONE/ARSENIC TRIOXIDE [VA Drug Interaction],MAJOR
4463,Amiodarone,Astemizole,AMIODARONE/ASTEMIZOLE [VA Drug Interaction],MAJOR
4464,Amiodarone,Azithromycin,AMIODARONE/AZITHROMYCIN [VA Drug Interaction],MAJOR
4465,Amiodarone,Chloroquine,AMIODARONE/CHLOROQUINE [VA Drug Interaction],MAJOR
4466,Amiodarone,Chlorpromazine,AMIODARONE/CHLORPROMAZINE [VA Drug Interaction],MAJOR
4467,Amiodarone,Clotrimazole,AMIODARONE/CLOTRIMAZOLE [VA Drug Interaction],MAJOR
4468,Amiodarone,Dasatinib,AMIODARONE/DASATINIB [VA Drug Interaction],MAJOR
4469,Amiodarone,Domperidone,AMIODARONE/DOMPERIDONE [VA Drug Interaction],MAJOR
4470,Amiodarone,Econazole,AMIODARONE/ECONAZOLE [VA Drug Interaction],MAJOR
4471,Amiodarone,Haloperidol,AMIODARONE/HALOPERIDOL [VA Drug Interaction],MAJOR
4472,Amiodarone,Iloperidone,AMIODARONE/ILOPERIDONE [VA Drug Interaction],MAJOR
4473,Amiodarone,Isradipine,AMIODARONE/ISRADIPINE [VA Drug Interaction],MAJOR
4474,Amiodarone,Miconazole,AMIODARONE/MICONAZOLE [VA Drug Interaction],MAJOR
4475,Amiodarone,Nilotinib,AMIODARONE/NILOTINIB [VA Drug Interaction],MAJOR
4476,Amiodarone,Paliperidone,AMIODARONE/PALIPERIDONE [VA Drug Interaction],MAJOR
4477,Amiodarone,Pentamidine,AMIODARONE/PENTAMIDINE [VA Drug Interaction],MAJOR
4478,Amiodarone,Posaconazole,AMIODARONE/POSACONAZOLE [VA Drug Interaction],MAJOR
4479,Amiodarone,Probucol,AMIODARONE/PROBUCOL [VA Drug Interaction],MAJOR
4480,Amiodarone,Telithromycin,AMIODARONE/TELITHROMYCIN [VA Drug Interaction],MAJOR
4481,Amiodarone,Terfenadine,AMIODARONE/TERFENADINE [VA Drug Interaction],MAJOR
4482,Amiodarone,Vandetanib,AMIODARONE/VANDETANIB [VA Drug Interaction],MAJOR
4483,Everolimus,Amprenavir,AMPRENAVIR/EVEROLIMUS [VA Drug Interaction],MODERATE
4484,Everolimus,Aprepitant,APREPITANT/EVEROLIMUS [VA Drug Interaction],MODERATE
4485,Everolimus,Ciprofloxacin,CIPROFLOXACIN/EVEROLIMUS [VA Drug Interaction],MODERATE
4486,Everolimus,Darunavir,DARUNAVIR/EVEROLIMUS [VA Drug Interaction],MODERATE
4487,Everolimus,Diltiazem,DILTIAZEM/EVEROLIMUS [VA Drug Interaction],MODERATE
4488,Everolimus,Erythromycin,ERYTHROMYCIN/EVEROLIMUS [VA Drug Interaction],MODERATE
4489,Everolimus,Fluconazole,EVEROLIMUS/FLUCONAZOLE [VA Drug Interaction],MODERATE
4490,Everolimus,Fosamprenavir,EVEROLIMUS/FOSAMPRENAVIR [VA Drug Interaction],MODERATE
4491,Everolimus,Fosaprepitant,EVEROLIMUS/FOSAPREPITANT [VA Drug Interaction],MODERATE
4492,Everolimus,Imatinib,EVEROLIMUS/IMATINIB [VA Drug Interaction],MODERATE
4493,Everolimus,Verapamil,EVEROLIMUS/VERAPAMIL [VA Drug Interaction],MODERATE
4494,Dronedarone,Rifabutin,DRONEDARONE/RIFABUTIN [VA Drug Interaction],MODERATE
4495,Amiodarone,Rifabutin,AMIODARONE/RIFABUTIN [VA Drug Interaction],MODERATE
4497,Oxyphenbutazone,Warfarin,OXYPHENBUTAZONE/WARFARIN [VA Drug Interaction],MAJOR
4498,Fingolimod,Flecainide,FINGOLIMOD/FLECAINIDE [VA Drug Interaction],MAJOR
4499,Fingolimod,Propafenone,FINGOLIMOD/PROPAFENONE [VA Drug Interaction],MAJOR
4561,Bromocriptine,Conivaptan,BROMOCRIPTINE/CONIVAPTAN [VA Drug Interaction],MAJOR
4500,Potassium Chloride,Sodium Polystyrene Sulfonate,POTASSIUM CHLORIDE/SODIUM POLYSTYRENE SULFONATE [VA Drug Interaction],MODERATE
4501,Celecoxib,Voriconazole,CELECOXIB/VORICONAZOLE [VA Drug Interaction],MODERATE
4502,Diclofenac,Fluconazole,DICLOFENAC/FLUCONAZOLE [VA Drug Interaction],MODERATE
4503,Diclofenac,Voriconazole,DICLOFENAC/VORICONAZOLE [VA Drug Interaction],MODERATE
4504,Flurbiprofen,Fluconazole,FLUCONAZOLE/FLURBIPROFEN [VA Drug Interaction],MODERATE
4505,Flurbiprofen,Voriconazole,FLURBIPROFEN/VORICONAZOLE [VA Drug Interaction],MODERATE
4506,Ibuprofen,Fluconazole,FLUCONAZOLE/IBUPROFEN [VA Drug Interaction],MODERATE
4507,Ibuprofen,Voriconazole,IBUPROFEN/VORICONAZOLE [VA Drug Interaction],MODERATE
4508,Meloxicam,Fluconazole,FLUCONAZOLE/MELOXICAM [VA Drug Interaction],MODERATE
4509,Meloxicam,Voriconazole,MELOXICAM/VORICONAZOLE [VA Drug Interaction],MODERATE
4510,Naproxen,Fluconazole,FLUCONAZOLE/NAPROXEN [VA Drug Interaction],MODERATE
4511,Naproxen,Voriconazole,NAPROXEN/VORICONAZOLE [VA Drug Interaction],MODERATE
4512,Piroxicam,Fluconazole,FLUCONAZOLE/PIROXICAM [VA Drug Interaction],MODERATE
4513,Piroxicam,Voriconazole,PIROXICAM/VORICONAZOLE [VA Drug Interaction],MODERATE
4514,Valdecoxib,Fluconazole,FLUCONAZOLE/VALDECOXIB [VA Drug Interaction],MODERATE
4515,Valdecoxib,Voriconazole,VALDECOXIB/VORICONAZOLE [VA Drug Interaction],MODERATE
4516,Aprepitant,Carbamazepine,APREPITANT/CARBAMAZEPINE [VA Drug Interaction],MODERATE
4517,Fosaprepitant,Carbamazepine,CARBAMAZEPINE/FOSAPREPITANT [VA Drug Interaction],MODERATE
4518,Aprepitant,Phenytoin,APREPITANT/PHENYTOIN [VA Drug Interaction],MODERATE
4519,Fosaprepitant,Phenytoin,FOSAPREPITANT/PHENYTOIN [VA Drug Interaction],MODERATE
4520,Warfarin,Colesevelam,COLESEVELAM/WARFARIN [VA Drug Interaction],MODERATE
4521,Ticagrelor,Atazanavir,ATAZANAVIR/TICAGRELOR [VA Drug Interaction],MAJOR
4522,Ticagrelor,Carbamazepine,CARBAMAZEPINE/TICAGRELOR [VA Drug Interaction],MODERATE
4523,Ticagrelor,Clarithromycin,CLARITHROMYCIN/TICAGRELOR [VA Drug Interaction],MAJOR
4525,Ticagrelor,Dexamethasone,DEXAMETHASONE/TICAGRELOR [VA Drug Interaction],MODERATE
4526,Ticagrelor,Ritonavir,RITONAVIR/TICAGRELOR [VA Drug Interaction],MAJOR
4527,Ticagrelor,Mifepristone,MIFEPRISTONE/TICAGRELOR [VA Drug Interaction],MAJOR
4528,Ticagrelor,Nefazodone,NEFAZODONE/TICAGRELOR [VA Drug Interaction],MAJOR
4529,Ticagrelor,Phenobarbital,PHENOBARBITAL/TICAGRELOR [VA Drug Interaction],MODERATE
4530,Ticagrelor,Phenytoin,PHENYTOIN/TICAGRELOR [VA Drug Interaction],MODERATE
4531,Ticagrelor,Primidone,PRIMIDONE/TICAGRELOR [VA Drug Interaction],MODERATE
4532,Ticagrelor,Rivaroxaban,RIVAROXABAN/TICAGRELOR [VA Drug Interaction],MODERATE
4533,Ticagrelor,Saquinavir,SAQUINAVIR/TICAGRELOR [VA Drug Interaction],MAJOR
4534,Ticagrelor,Telithromycin,TELITHROMYCIN/TICAGRELOR [VA Drug Interaction],MAJOR
4535,Ticagrelor,Tipranavir,TICAGRELOR/TIPRANAVIR [VA Drug Interaction],MODERATE
4536,Asenapine,Azithromycin,ASENAPINE/AZITHROMYCIN [VA Drug Interaction],MODERATE
4537,Asenapine,Erythromycin,ASENAPINE/ERYTHROMYCIN [VA Drug Interaction],MODERATE
4538,Asenapine,Clarithromycin,ASENAPINE/CLARITHROMYCIN [VA Drug Interaction],MODERATE
4539,Azithromycin,Bretylium,AZITHROMYCIN/BRETYLIUM [VA Drug Interaction],MODERATE
4540,Clarithromycin,Bretylium,BRETYLIUM/CLARITHROMYCIN [VA Drug Interaction],MODERATE
4541,Azithromycin,Mesoridazine,AZITHROMYCIN/MESORIDAZINE [VA Drug Interaction],MODERATE
4542,Clarithromycin,Mesoridazine,CLARITHROMYCIN/MESORIDAZINE [VA Drug Interaction],MODERATE
4543,Azithromycin,Nilotinib,AZITHROMYCIN/NILOTINIB [VA Drug Interaction],MODERATE
4544,Erythromycin,Nilotinib,ERYTHROMYCIN/NILOTINIB [VA Drug Interaction],MODERATE
4545,Azithromycin,Paliperidone,AZITHROMYCIN/PALIPERIDONE [VA Drug Interaction],MODERATE
4546,Clarithromycin,Paliperidone,CLARITHROMYCIN/PALIPERIDONE [VA Drug Interaction],MODERATE
4547,Erythromycin,Paliperidone,ERYTHROMYCIN/PALIPERIDONE [VA Drug Interaction],MODERATE
4548,Azithromycin,Procainamide,AZITHROMYCIN/PROCAINAMIDE [VA Drug Interaction],MODERATE
4549,Clarithromycin,Procainamide,CLARITHROMYCIN/PROCAINAMIDE [VA Drug Interaction],MODERATE
4550,Erythromycin,Procainamide,ERYTHROMYCIN/PROCAINAMIDE [VA Drug Interaction],MODERATE
4551,Azithromycin,Propafenone,AZITHROMYCIN/PROPAFENONE [VA Drug Interaction],MODERATE
4552,Azithromycin,Quinine,AZITHROMYCIN/QUININE [VA Drug Interaction],MODERATE
4553,Azithromycin,Sotalol,AZITHROMYCIN/SOTALOL [VA Drug Interaction],MODERATE
4554,Clarithromycin,Sotalol,CLARITHROMYCIN/SOTALOL [VA Drug Interaction],MODERATE
4555,Azithromycin,Tetrabenazine,AZITHROMYCIN/TETRABENAZINE [VA Drug Interaction],MODERATE
4556,Clarithromycin,Tetrabenazine,CLARITHROMYCIN/TETRABENAZINE [VA Drug Interaction],MODERATE
4557,Erythromycin,Tetrabenazine,ERYTHROMYCIN/TETRABENAZINE [VA Drug Interaction],MODERATE
4558,Azithromycin,Thioridazine,AZITHROMYCIN/THIORIDAZINE [VA Drug Interaction],MODERATE
4559,Clarithromycin,Thioridazine,CLARITHROMYCIN/THIORIDAZINE [VA Drug Interaction],MODERATE
4560,Azithromycin,Vandetanib,AZITHROMYCIN/VANDETANIB [VA Drug Interaction],MODERATE
4562,Bromocriptine,Nefazodone,BROMOCRIPTINE/NEFAZODONE [VA Drug Interaction],MAJOR
4563,Cabergoline,Conivaptan,CABERGOLINE/CONIVAPTAN [VA Drug Interaction],MAJOR
4564,Cabergoline,Nefazodone,CABERGOLINE/NEFAZODONE [VA Drug Interaction],MAJOR
4565,Methysergide,Conivaptan,CONIVAPTAN/METHYSERGIDE [VA Drug Interaction],MAJOR
4566,Methysergide,Nefazodone,METHYSERGIDE/NEFAZODONE [VA Drug Interaction],MAJOR
4567,Pergolide,Conivaptan,CONIVAPTAN/PERGOLIDE [VA Drug Interaction],MAJOR
4568,Pergolide,Nefazodone,NEFAZODONE/PERGOLIDE [VA Drug Interaction],MAJOR
4569,Thioridazine,Amitriptyline,AMITRIPTYLINE/THIORIDAZINE [VA Drug Interaction],MAJOR
